verb_root_ar,verb_root_translit,verb_meaning_en,tense,person_code,pronoun_ar,pronoun_translit,arabic,translit,english,audio_path
أركب,arkab,To Ride / To Get On,future,2sf,إنتِ,inti,حتتركبي,ḥa-tirkabi,You will ride/get on,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arkab_future_2sf.mp3
أركب,arkab,To Ride / To Get On,future,3sm,هو,huwwa,حيركب,ḥa-yirkab,He will ride/get on,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arkab_future_3sm.mp3
أركب,arkab,To Ride / To Get On,future,3sf,هي,hiyya,حتركب,ḥa-tirkab,She will ride/get on,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arkab_future_3sf.mp3
أركب,arkab,To Ride / To Get On,future,1p,إحنا,iḥna,حنركب,ḥa-nirkab,We will ride/get on,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arkab_future_1p.mp3
أركب,arkab,To Ride / To Get On,future,2p,أنتم,antum,حتتركبوا,ḥa-tirkabu,You (all) will ride/get on,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arkab_future_2p.mp3
أركب,arkab,To Ride / To Get On,future,3p,هم,hum,حيركبوا,ḥa-yirkabu,They will ride/get on,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arkab_future_3p.mp3
أدخل,adkhul,To Enter,past,1s,أنا,ana,دخلت,dakhalt,I entered,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adkhul_past_1s.mp3
أدخل,adkhul,To Enter,past,2sm,إنتَ,inta,دخلت,dakhalt,You entered,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adkhul_past_2sm.mp3
أدخل,adkhul,To Enter,past,2sf,إنتِ,inti,دخلتي,dakhalti,You entered,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adkhul_past_2sf.mp3
أدخل,adkhul,To Enter,past,3sm,هو,huwwa,دخل,dakhal,He entered,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adkhul_past_3sm.mp3
أدخل,adkhul,To Enter,past,3sf,هي,hiyya,دخلت,dakhalat,She entered,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adkhul_past_3sf.mp3
أدخل,adkhul,To Enter,past,1p,إحنا,iḥna,دخلنا,dakhalna,We entered,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adkhul_past_1p.mp3
أدخل,adkhul,To Enter,past,2p,أنتم,antum,دخلتوا,dakhaltu,You (all) entered,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adkhul_past_2p.mp3
أدخل,adkhul,To Enter,past,3p,هم,hum,دخلوا,dakhalu,They entered,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adkhul_past_3p.mp3
أدخل,adkhul,To Enter,present,1s,أنا,ana,أدخل,adkhul,I enter,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adkhul_present_1s.mp3
أدخل,adkhul,To Enter,present,2sm,إنتَ,inta,تدخل,tidkhul,You enter,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adkhul_present_2sm.mp3
أدخل,adkhul,To Enter,present,2sf,إنتِ,inti,تدخلي,tidkhuli,You enter,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adkhul_present_2sf.mp3
أدخل,adkhul,To Enter,present,3sm,هو,huwwa,يدخل,yidkhul,He enters,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adkhul_present_3sm.mp3
أدخل,adkhul,To Enter,present,3sf,هي,hiyya,تدخل,tidkhul,She enters,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adkhul_present_3sf.mp3
أدخل,adkhul,To Enter,present,1p,إحنا,iḥna,ندخل,nidkhul,We enter,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adkhul_present_1p.mp3
أدخل,adkhul,To Enter,present,2p,أنتم,antum,تدخلوا,tidkhulu,You (all) enter,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adkhul_present_2p.mp3
أدخل,adkhul,To Enter,present,3p,هم,hum,يدخلوا,yidkhulu,They enter,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adkhul_present_3p.mp3
أدخل,adkhul,To Enter,future,1s,أنا,ana,حأدخل,ḥa-adkhul,I will enter,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adkhul_future_1s.mp3
أدخل,adkhul,To Enter,future,2sm,إنتَ,inta,حتدخل,ḥa-tidkhul,You will enter,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adkhul_future_2sm.mp3
أدخل,adkhul,To Enter,future,2sf,إنتِ,inti,حتتدخلي,ḥa-tidkhuli,You will enter,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adkhul_future_2sf.mp3
أدخل,adkhul,To Enter,future,3sm,هو,huwwa,حيدخل,ḥa-yidkhul,He will enter,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adkhul_future_3sm.mp3
أدخل,adkhul,To Enter,future,3sf,هي,hiyya,حتدخل,ḥa-tidkhul,She will enter,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adkhul_future_3sf.mp3
أدخل,adkhul,To Enter,future,1p,إحنا,iḥna,حندخل,ḥa-nidkhul,We will enter,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adkhul_future_1p.mp3
أدخل,adkhul,To Enter,future,2p,أنتم,antum,حتتدخلوا,ḥa-tidkhulu,You (all) will enter,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adkhul_future_2p.mp3
أدخل,adkhul,To Enter,future,3p,هم,hum,حيدخلوا,ḥa-yidkhulu,They will enter,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\adkhul_future_3p.mp3
أطلع,aṭlaʿ,To Go Out / To Leave,past,1s,أنا,ana,طلعت,ṭiliʿt,I went out/left,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aṭlaʿ_past_1s.mp3
أطلع,aṭlaʿ,To Go Out / To Leave,past,2sm,إنتَ,inta,طلعت,ṭiliʿt,You went out/left,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aṭlaʿ_past_2sm.mp3
أطلع,aṭlaʿ,To Go Out / To Leave,past,2sf,إنتِ,inti,طلعتي,ṭiliʿti,You went out/left,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aṭlaʿ_past_2sf.mp3
أطلع,aṭlaʿ,To Go Out / To Leave,past,3sm,هو,huwwa,طلع,ṭiliʿ,He went out/left,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aṭlaʿ_past_3sm.mp3
أطلع,aṭlaʿ,To Go Out / To Leave,past,3sf,هي,hiyya,طلعت,ṭilʿat,She went out/left,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aṭlaʿ_past_3sf.mp3
أطلع,aṭlaʿ,To Go Out / To Leave,past,1p,إحنا,iḥna,طلعنا,ṭiliʿna,We went out/left,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aṭlaʿ_past_1p.mp3
أطلع,aṭlaʿ,To Go Out / To Leave,past,2p,أنتم,antum,طلعتوا,ṭiliʿtu,You (all) went out/left,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aṭlaʿ_past_2p.mp3
أطلع,aṭlaʿ,To Go Out / To Leave,past,3p,هم,hum,طلعوا,ṭilʿu,They went out/left,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aṭlaʿ_past_3p.mp3
أطلع,aṭlaʿ,To Go Out / To Leave,present,1s,أنا,ana,أطلع,aṭlaʿ,I go out/leave,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aṭlaʿ_present_1s.mp3
أطلع,aṭlaʿ,To Go Out / To Leave,present,2sm,إنتَ,inta,تطلع,tiṭlaʿ,You go out/leave,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aṭlaʿ_present_2sm.mp3
أطلع,aṭlaʿ,To Go Out / To Leave,present,2sf,إنتِ,inti,تطلعي,tiṭlaʿi,You go out/leave,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aṭlaʿ_present_2sf.mp3
أطلع,aṭlaʿ,To Go Out / To Leave,present,3sm,هو,huwwa,يطلع,yiṭlaʿ,He goes out/leaves,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aṭlaʿ_present_3sm.mp3
أطلع,aṭlaʿ,To Go Out / To Leave,present,3sf,هي,hiyya,تطلع,tiṭlaʿ,She goes out/leaves,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aṭlaʿ_present_3sf.mp3
أطلع,aṭlaʿ,To Go Out / To Leave,present,1p,إحنا,iḥna,نطلع,niṭlaʿ,We go out/leave,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aṭlaʿ_present_1p.mp3
أطلع,aṭlaʿ,To Go Out / To Leave,present,2p,أنتم,antum,تطلعوا,tiṭlaʿu,You (all) go out/leave,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aṭlaʿ_present_2p.mp3
أطلع,aṭlaʿ,To Go Out / To Leave,present,3p,هم,hum,يطلعوا,yiṭlaʿu,They go out/leave,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aṭlaʿ_present_3p.mp3
أطلع,aṭlaʿ,To Go Out / To Leave,future,1s,أنا,ana,حأطلع,ḥa-aṭlaʿ,I will go out/leave,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aṭlaʿ_future_1s.mp3
أطلع,aṭlaʿ,To Go Out / To Leave,future,2sm,إنتَ,inta,حتطلع,ḥa-tiṭlaʿ,You will go out/leave,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aṭlaʿ_future_2sm.mp3
أطلع,aṭlaʿ,To Go Out / To Leave,future,2sf,إنتِ,inti,حتتطلعي,ḥa-tiṭlaʿi,You will go out/leave,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aṭlaʿ_future_2sf.mp3
أطلع,aṭlaʿ,To Go Out / To Leave,future,3sm,هو,huwwa,حيطلع,ḥa-yiṭlaʿ,He will go out/leave,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aṭlaʿ_future_3sm.mp3
أطلع,aṭlaʿ,To Go Out / To Leave,future,3sf,هي,hiyya,حتطلع,ḥa-tiṭlaʿ,She will go out/leave,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aṭlaʿ_future_3sf.mp3
أطلع,aṭlaʿ,To Go Out / To Leave,future,1p,إحنا,iḥna,حنطلع,ḥa-niṭlaʿ,We will go out/leave,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aṭlaʿ_future_1p.mp3
أطلع,aṭlaʿ,To Go Out / To Leave,future,2p,أنتم,antum,حتتطلعوا,ḥa-tiṭlaʿu,You (all) will go out/leave,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aṭlaʿ_future_2p.mp3
أطلع,aṭlaʿ,To Go Out / To Leave,future,3p,هم,hum,حيطلعوا,ḥa-yiṭlaʿu,They will go out/leave,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\aṭlaʿ_future_3p.mp3
أرجع,arjaʿ,To Return,past,1s,أنا,ana,رجعت,rijiʿt,I returned,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arjaʿ_past_1s.mp3
أرجع,arjaʿ,To Return,past,2sm,إنتَ,inta,رجعت,rijiʿt,You returned,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arjaʿ_past_2sm.mp3
أرجع,arjaʿ,To Return,past,2sf,إنتِ,inti,رجعتي,rijiʿti,You returned,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arjaʿ_past_2sf.mp3
أرجع,arjaʿ,To Return,past,3sm,هو,huwwa,رجع,rijiʿ,He returned,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arjaʿ_past_3sm.mp3
أرجع,arjaʿ,To Return,past,3sf,هي,hiyya,رجعت,rijʿat,She returned,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arjaʿ_past_3sf.mp3
أرجع,arjaʿ,To Return,past,1p,إحنا,iḥna,رجعنا,rijiʿna,We returned,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arjaʿ_past_1p.mp3
أرجع,arjaʿ,To Return,past,2p,أنتم,antum,رجعتوا,rijiʿtu,You (all) returned,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arjaʿ_past_2p.mp3
أرجع,arjaʿ,To Return,past,3p,هم,hum,رجعوا,rijʿu,They returned,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arjaʿ_past_3p.mp3
أرجع,arjaʿ,To Return,present,1s,أنا,ana,أرجع,arjaʿ,I return,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arjaʿ_present_1s.mp3
أرجع,arjaʿ,To Return,present,2sm,إنتَ,inta,ترجع,tirjaʿ,You return,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arjaʿ_present_2sm.mp3
أرجع,arjaʿ,To Return,present,2sf,إنتِ,inti,ترجعي,tirjaʿi,You return,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arjaʿ_present_2sf.mp3
أرجع,arjaʿ,To Return,present,3sm,هو,huwwa,يرجع,yirjaʿ,He returns,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arjaʿ_present_3sm.mp3
أرجع,arjaʿ,To Return,present,3sf,هي,hiyya,ترجع,tirjaʿ,She returns,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arjaʿ_present_3sf.mp3
أرجع,arjaʿ,To Return,present,1p,إحنا,iḥna,نرجع,nirjaʿ,We return,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arjaʿ_present_1p.mp3
أرجع,arjaʿ,To Return,present,2p,أنتم,antum,ترجعوا,tirjaʿu,You (all) return,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arjaʿ_present_2p.mp3
أرجع,arjaʿ,To Return,present,3p,هم,hum,يرجعوا,yirjaʿu,They return,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arjaʿ_present_3p.mp3
أرجع,arjaʿ,To Return,future,1s,أنا,ana,حأرجع,ḥa-arjaʿ,I will return,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arjaʿ_future_1s.mp3
أرجع,arjaʿ,To Return,future,2sm,إنتَ,inta,حترجع,ḥa-tirjaʿ,You will return,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arjaʿ_future_2sm.mp3
أرجع,arjaʿ,To Return,future,2sf,إنتِ,inti,حتترجعي,ḥa-tirjaʿi,You will return,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arjaʿ_future_2sf.mp3
أرجع,arjaʿ,To Return,future,3sm,هو,huwwa,حيرجع,ḥa-yirjaʿ,He will return,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arjaʿ_future_3sm.mp3
أرجع,arjaʿ,To Return,future,3sf,هي,hiyya,حترجع,ḥa-tirjaʿ,She will return,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arjaʿ_future_3sf.mp3
أرجع,arjaʿ,To Return,future,1p,إحنا,iḥna,حنرجع,ḥa-nirjaʿ,We will return,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arjaʿ_future_1p.mp3
أرجع,arjaʿ,To Return,future,2p,أنتم,antum,حتترجعوا,ḥa-tirjaʿu,You (all) will return,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arjaʿ_future_2p.mp3
أرجع,arjaʿ,To Return,future,3p,هم,hum,حيرجعوا,ḥa-yirjaʿu,They will return,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\arjaʿ_future_3p.mp3
أوقف,awaggif,To Stop / To Park,past,1s,أنا,ana,وقفت,waggaft,I stopped/parked,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\awaggif_past_1s.mp3
أوقف,awaggif,To Stop / To Park,past,2sm,إنتَ,inta,وقفت,waggaft,You stopped/parked,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\awaggif_past_2sm.mp3
أوقف,awaggif,To Stop / To Park,past,2sf,إنتِ,inti,وقفتي,waggafti,You stopped/parked,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\awaggif_past_2sf.mp3
أوقف,awaggif,To Stop / To Park,past,3sm,هو,huwwa,وقف,waggaf,He stopped/parked,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\awaggif_past_3sm.mp3
أوقف,awaggif,To Stop / To Park,past,3sf,هي,hiyya,وقفت,waggafat,She stopped/parked,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\awaggif_past_3sf.mp3
أوقف,awaggif,To Stop / To Park,past,1p,إحنا,iḥna,وقفنا,waggafna,We stopped/parked,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\awaggif_past_1p.mp3
أوقف,awaggif,To Stop / To Park,past,2p,أنتم,antum,وقفتوا,waggaftu,You (all) stopped/parked,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\awaggif_past_2p.mp3
أوقف,awaggif,To Stop / To Park,past,3p,هم,hum,وقفوا,waggafu,They stopped/parked,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\awaggif_past_3p.mp3
أوقف,awaggif,To Stop / To Park,present,1s,أنا,ana,أوقف,awaggif,I stop/park,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\awaggif_present_1s.mp3
أوقف,awaggif,To Stop / To Park,present,2sm,إنتَ,inta,توقف,tiwaggif,You stop/park,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\awaggif_present_2sm.mp3
أوقف,awaggif,To Stop / To Park,present,2sf,إنتِ,inti,توقفي,tiwaggifi,You stop/park,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\awaggif_present_2sf.mp3
أوقف,awaggif,To Stop / To Park,present,3sm,هو,huwwa,يوقف,yiwaggif,He stops/parks,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\awaggif_present_3sm.mp3
أوقف,awaggif,To Stop / To Park,present,3sf,هي,hiyya,توقف,tiwaggif,She stops/parks,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\awaggif_present_3sf.mp3
أوقف,awaggif,To Stop / To Park,present,1p,إحنا,iḥna,نوقف,niwaggif,We stop/park,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\awaggif_present_1p.mp3
أوقف,awaggif,To Stop / To Park,present,2p,أنتم,antum,توقفوا,tiwaggifu,You (all) stop/park,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\awaggif_present_2p.mp3
أوقف,awaggif,To Stop / To Park,present,3p,هم,hum,يوقفوا,yiwaggifu,They stop/park,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\awaggif_present_3p.mp3
أوقف,awaggif,To Stop / To Park,future,1s,أنا,ana,حأوقف,ḥa-awaggif,I will stop/park,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\awaggif_future_1s.mp3
أوقف,awaggif,To Stop / To Park,future,2sm,إنتَ,inta,حتوقف,ḥa-tiwaggif,You will stop/park,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\awaggif_future_2sm.mp3
أوقف,awaggif,To Stop / To Park,future,2sf,إنتِ,inti,حتتوقفي,ḥa-tiwaggifi,You will stop/park,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\awaggif_future_2sf.mp3
أوقف,awaggif,To Stop / To Park,future,3sm,هو,huwwa,حيوقف,ḥa-yiwaggif,He will stop/park,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\awaggif_future_3sm.mp3
أوقف,awaggif,To Stop / To Park,future,3sf,هي,hiyya,حتوقف,ḥa-tiwaggif,She will stop/park,C:\Users\Henri\Documents\GitHub\Saudi_Arabic_Flash_Cards_Flutter\saudi_arabic_flash_cards_flutter\assets\audio\conjugation\awaggif_future_3sf.mp3
